CalendarKey,Date,DayOfMonth,Month,MonthLong,MonthName,MonthNr,YearMonth,MonthStart,MonthEnd,Quarter,QuarterName,QuarterNr,Year,IsoWeek,IsoYear,YearWeek,DayOfWeek,DayNameLong,DayNameShort,CurrentMonth,CurrentWeek,HolidayBE,HolidayDE,HolidayES,HolidayFR,HolidayNL,Weekend
20270409,2027-04-09,9,2027 Apr,2027 April,Apr,4,202704,2027-04-01,2027-04-30,2027 Q2,Q2,2,2027,14,2027,202714,5,Friday,Fri,2027 Apr,14 - 2027,0,0,0,0,0,Weekday
20270410,2027-04-10,10,2027 Apr,2027 April,Apr,4,202704,2027-04-01,2027-04-30,2027 Q2,Q2,2,2027,14,2027,202714,6,Saturday,Sat,2027 Apr,14 - 2027,0,0,0,0,0,Weekend
20270411,2027-04-11,11,2027 Apr,2027 April,Apr,4,202704,2027-04-01,2027-04-30,2027 Q2,Q2,2,2027,14,2027,202714,7,Sunday,Sun,2027 Apr,14 - 2027,0,0,0,0,0,Weekend
20270412,2027-04-12,12,2027 Apr,2027 April,Apr,4,202704,2027-04-01,2027-04-30,2027 Q2,Q2,2,2027,15,2027,202715,1,Monday,Mon,2027 Apr,15 - 2027,0,0,0,0,0,Weekday
20270413,2027-04-13,13,2027 Apr,2027 April,Apr,4,202704,2027-04-01,2027-04-30,2027 Q2,Q2,2,2027,15,2027,202715,2,Tuesday,Tue,2027 Apr,15 - 2027,0,0,0,0,0,Weekday
20270414,2027-04-14,14,2027 Apr,2027 April,Apr,4,202704,2027-04-01,2027-04-30,2027 Q2,Q2,2,2027,15,2027,202715,3,Wednesday,Wed,2027 Apr,15 - 2027,0,0,0,0,0,Weekday
20270415,2027-04-15,15,2027 Apr,2027 April,Apr,4,202704,2027-04-01,2027-04-30,2027 Q2,Q2,2,2027,15,2027,202715,4,Thursday,Thu,2027 Apr,15 - 2027,0,0,0,0,0,Weekday
20270416,2027-04-16,16,2027 Apr,2027 April,Apr,4,202704,2027-04-01,2027-04-30,2027 Q2,Q2,2,2027,15,2027,202715,5,Friday,Fri,2027 Apr,15 - 2027,0,0,0,0,0,Weekday
20270417,2027-04-17,17,2027 Apr,2027 April,Apr,4,202704,2027-04-01,2027-04-30,2027 Q2,Q2,2,2027,15,2027,202715,6,Saturday,Sat,2027 Apr,15 - 2027,0,0,0,0,0,Weekend
20270418,2027-04-18,18,2027 Apr,2027 April,Apr,4,202704,2027-04-01,2027-04-30,2027 Q2,Q2,2,2027,15,2027,202715,7,Sunday,Sun,2027 Apr,15 - 2027,0,0,0,0,0,Weekend
20270419,2027-04-19,19,2027 Apr,2027 April,Apr,4,202704,2027-04-01,2027-04-30,2027 Q2,Q2,2,2027,16,2027,202716,1,Monday,Mon,2027 Apr,16 - 2027,0,0,0,0,0,Weekday
20270420,2027-04-20,20,2027 Apr,2027 April,Apr,4,202704,2027-04-01,2027-04-30,2027 Q2,Q2,2,2027,16,2027,202716,2,Tuesday,Tue,2027 Apr,16 - 2027,0,0,0,0,0,Weekday
20270421,2027-04-21,21,2027 Apr,2027 April,Apr,4,202704,2027-04-01,2027-04-30,2027 Q2,Q2,2,2027,16,2027,202716,3,Wednesday,Wed,2027 Apr,16 - 2027,0,0,0,0,0,Weekday
20270422,2027-04-22,22,2027 Apr,2027 April,Apr,4,202704,2027-04-01,2027-04-30,2027 Q2,Q2,2,2027,16,2027,202716,4,Thursday,Thu,2027 Apr,16 - 2027,0,0,0,0,0,Weekday
20270423,2027-04-23,23,2027 Apr,2027 April,Apr,4,202704,2027-04-01,2027-04-30,2027 Q2,Q2,2,2027,16,2027,202716,5,Friday,Fri,2027 Apr,16 - 2027,0,0,0,0,0,Weekday
20270424,2027-04-24,24,2027 Apr,2027 April,Apr,4,202704,2027-04-01,2027-04-30,2027 Q2,Q2,2,2027,16,2027,202716,6,Saturday,Sat,2027 Apr,16 - 2027,0,0,0,0,0,Weekend
20270425,2027-04-25,25,2027 Apr,2027 April,Apr,4,202704,2027-04-01,2027-04-30,2027 Q2,Q2,2,2027,16,2027,202716,7,Sunday,Sun,2027 Apr,16 - 2027,0,0,0,0,0,Weekend
20270426,2027-04-26,26,2027 Apr,2027 April,Apr,4,202704,2027-04-01,2027-04-30,2027 Q2,Q2,2,2027,17,2027,202717,1,Monday,Mon,2027 Apr,17 - 2027,0,0,0,0,0,Weekday
20270427,2027-04-27,27,2027 Apr,2027 April,Apr,4,202704,2027-04-01,2027-04-30,2027 Q2,Q2,2,2027,17,2027,202717,2,Tuesday,Tue,2027 Apr,17 - 2027,0,0,0,0,1,Weekday
20270428,2027-04-28,28,2027 Apr,2027 April,Apr,4,202704,2027-04-01,2027-04-30,2027 Q2,Q2,2,2027,17,2027,202717,3,Wednesday,Wed,2027 Apr,17 - 2027,0,0,0,0,0,Weekday
20270429,2027-04-29,29,2027 Apr,2027 April,Apr,4,202704,2027-04-01,2027-04-30,2027 Q2,Q2,2,2027,17,2027,202717,4,Thursday,Thu,2027 Apr,17 - 2027,0,0,0,0,0,Weekday
20270430,2027-04-30,30,2027 Apr,2027 April,Apr,4,202704,2027-04-01,2027-04-30,2027 Q2,Q2,2,2027,17,2027,202717,5,Friday,Fri,2027 Apr,17 - 2027,0,0,0,0,0,Weekday
20270501,2027-05-01,1,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,17,2027,202717,6,Saturday,Sat,2027 May,17 - 2027,1,1,1,1,0,Weekend
20270502,2027-05-02,2,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,17,2027,202717,7,Sunday,Sun,2027 May,17 - 2027,0,0,0,0,0,Weekend
20270503,2027-05-03,3,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,18,2027,202718,1,Monday,Mon,2027 May,18 - 2027,0,0,0,0,0,Weekday
20270504,2027-05-04,4,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,18,2027,202718,2,Tuesday,Tue,2027 May,18 - 2027,0,0,0,0,0,Weekday
20270505,2027-05-05,5,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,18,2027,202718,3,Wednesday,Wed,2027 May,18 - 2027,0,0,0,0,0,Weekday
20270506,2027-05-06,6,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,18,2027,202718,4,Thursday,Thu,2027 May,18 - 2027,1,1,0,1,1,Weekday
20270507,2027-05-07,7,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,18,2027,202718,5,Friday,Fri,2027 May,18 - 2027,0,0,0,0,0,Weekday
20270508,2027-05-08,8,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,18,2027,202718,6,Saturday,Sat,2027 May,18 - 2027,0,0,0,1,0,Weekend
20270509,2027-05-09,9,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,18,2027,202718,7,Sunday,Sun,2027 May,18 - 2027,0,0,0,0,0,Weekend
20270510,2027-05-10,10,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,19,2027,202719,1,Monday,Mon,2027 May,19 - 2027,0,0,0,0,0,Weekday
20270511,2027-05-11,11,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,19,2027,202719,2,Tuesday,Tue,2027 May,19 - 2027,0,0,0,0,0,Weekday
20270512,2027-05-12,12,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,19,2027,202719,3,Wednesday,Wed,2027 May,19 - 2027,0,0,0,0,0,Weekday
20270513,2027-05-13,13,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,19,2027,202719,4,Thursday,Thu,2027 May,19 - 2027,0,0,0,0,0,Weekday
20270514,2027-05-14,14,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,19,2027,202719,5,Friday,Fri,2027 May,19 - 2027,0,0,0,0,0,Weekday
20270515,2027-05-15,15,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,19,2027,202719,6,Saturday,Sat,2027 May,19 - 2027,0,0,0,0,0,Weekend
20270516,2027-05-16,16,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,19,2027,202719,7,Sunday,Sun,2027 May,19 - 2027,1,0,0,0,1,Weekend
20270517,2027-05-17,17,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,20,2027,202720,1,Monday,Mon,2027 May,20 - 2027,1,1,0,1,1,Weekday
20270518,2027-05-18,18,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,20,2027,202720,2,Tuesday,Tue,2027 May,20 - 2027,0,0,0,0,0,Weekday
20270519,2027-05-19,19,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,20,2027,202720,3,Wednesday,Wed,2027 May,20 - 2027,0,0,0,0,0,Weekday
20270520,2027-05-20,20,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,20,2027,202720,4,Thursday,Thu,2027 May,20 - 2027,0,0,0,0,0,Weekday
20270521,2027-05-21,21,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,20,2027,202720,5,Friday,Fri,2027 May,20 - 2027,0,0,0,0,0,Weekday
20270522,2027-05-22,22,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,20,2027,202720,6,Saturday,Sat,2027 May,20 - 2027,0,0,0,0,0,Weekend
20270523,2027-05-23,23,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,20,2027,202720,7,Sunday,Sun,2027 May,20 - 2027,0,0,0,0,0,Weekend
20270524,2027-05-24,24,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,21,2027,202721,1,Monday,Mon,2027 May,21 - 2027,0,0,0,0,0,Weekday
20270525,2027-05-25,25,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,21,2027,202721,2,Tuesday,Tue,2027 May,21 - 2027,0,0,0,0,0,Weekday
20270526,2027-05-26,26,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,21,2027,202721,3,Wednesday,Wed,2027 May,21 - 2027,0,0,0,0,0,Weekday
20270527,2027-05-27,27,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,21,2027,202721,4,Thursday,Thu,2027 May,21 - 2027,0,0,0,0,0,Weekday
20270528,2027-05-28,28,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,21,2027,202721,5,Friday,Fri,2027 May,21 - 2027,0,0,0,0,0,Weekday
20270529,2027-05-29,29,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,21,2027,202721,6,Saturday,Sat,2027 May,21 - 2027,0,0,0,0,0,Weekend
20270530,2027-05-30,30,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,21,2027,202721,7,Sunday,Sun,2027 May,21 - 2027,0,0,0,0,0,Weekend
20270531,2027-05-31,31,2027 May,2027 May,May,5,202705,2027-05-01,2027-05-31,2027 Q2,Q2,2,2027,22,2027,202722,1,Monday,Mon,2027 May,22 - 2027,0,0,0,0,0,Weekday
20270601,2027-06-01,1,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,22,2027,202722,2,Tuesday,Tue,2027 Jun,22 - 2027,0,0,0,0,0,Weekday
20270602,2027-06-02,2,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,22,2027,202722,3,Wednesday,Wed,2027 Jun,22 - 2027,0,0,0,0,0,Weekday
20270603,2027-06-03,3,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,22,2027,202722,4,Thursday,Thu,2027 Jun,22 - 2027,0,0,0,0,0,Weekday
20270604,2027-06-04,4,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,22,2027,202722,5,Friday,Fri,2027 Jun,22 - 2027,0,0,0,0,0,Weekday
20270605,2027-06-05,5,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,22,2027,202722,6,Saturday,Sat,2027 Jun,22 - 2027,0,0,0,0,0,Weekend
20270606,2027-06-06,6,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,22,2027,202722,7,Sunday,Sun,2027 Jun,22 - 2027,0,0,0,0,0,Weekend
20270607,2027-06-07,7,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,23,2027,202723,1,Monday,Mon,2027 Jun,23 - 2027,0,0,0,0,0,Weekday
20270608,2027-06-08,8,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,23,2027,202723,2,Tuesday,Tue,2027 Jun,23 - 2027,0,0,0,0,0,Weekday
20270609,2027-06-09,9,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,23,2027,202723,3,Wednesday,Wed,2027 Jun,23 - 2027,0,0,0,0,0,Weekday
20270610,2027-06-10,10,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,23,2027,202723,4,Thursday,Thu,2027 Jun,23 - 2027,0,0,0,0,0,Weekday
20270611,2027-06-11,11,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,23,2027,202723,5,Friday,Fri,2027 Jun,23 - 2027,0,0,0,0,0,Weekday
20270612,2027-06-12,12,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,23,2027,202723,6,Saturday,Sat,2027 Jun,23 - 2027,0,0,0,0,0,Weekend
20270613,2027-06-13,13,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,23,2027,202723,7,Sunday,Sun,2027 Jun,23 - 2027,0,0,0,0,0,Weekend
20270614,2027-06-14,14,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,24,2027,202724,1,Monday,Mon,2027 Jun,24 - 2027,0,0,0,0,0,Weekday
20270615,2027-06-15,15,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,24,2027,202724,2,Tuesday,Tue,2027 Jun,24 - 2027,0,0,0,0,0,Weekday
20270616,2027-06-16,16,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,24,2027,202724,3,Wednesday,Wed,2027 Jun,24 - 2027,0,0,0,0,0,Weekday
20270617,2027-06-17,17,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,24,2027,202724,4,Thursday,Thu,2027 Jun,24 - 2027,0,0,0,0,0,Weekday
20270618,2027-06-18,18,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,24,2027,202724,5,Friday,Fri,2027 Jun,24 - 2027,0,0,0,0,0,Weekday
20270619,2027-06-19,19,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,24,2027,202724,6,Saturday,Sat,2027 Jun,24 - 2027,0,0,0,0,0,Weekend
20270620,2027-06-20,20,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,24,2027,202724,7,Sunday,Sun,2027 Jun,24 - 2027,0,0,0,0,0,Weekend
20270621,2027-06-21,21,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,25,2027,202725,1,Monday,Mon,2027 Jun,25 - 2027,0,0,0,0,0,Weekday
20270622,2027-06-22,22,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,25,2027,202725,2,Tuesday,Tue,2027 Jun,25 - 2027,0,0,0,0,0,Weekday
20270623,2027-06-23,23,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,25,2027,202725,3,Wednesday,Wed,2027 Jun,25 - 2027,0,0,0,0,0,Weekday
20270624,2027-06-24,24,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,25,2027,202725,4,Thursday,Thu,2027 Jun,25 - 2027,0,0,0,0,0,Weekday
20270625,2027-06-25,25,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,25,2027,202725,5,Friday,Fri,2027 Jun,25 - 2027,0,0,0,0,0,Weekday
20270626,2027-06-26,26,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,25,2027,202725,6,Saturday,Sat,2027 Jun,25 - 2027,0,0,0,0,0,Weekend
20270627,2027-06-27,27,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,25,2027,202725,7,Sunday,Sun,2027 Jun,25 - 2027,0,0,0,0,0,Weekend
20270628,2027-06-28,28,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,26,2027,202726,1,Monday,Mon,2027 Jun,26 - 2027,0,0,0,0,0,Weekday
20270629,2027-06-29,29,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,26,2027,202726,2,Tuesday,Tue,2027 Jun,26 - 2027,0,0,0,0,0,Weekday
20270630,2027-06-30,30,2027 Jun,2027 June,Jun,6,202706,2027-06-01,2027-06-30,2027 Q2,Q2,2,2027,26,2027,202726,3,Wednesday,Wed,2027 Jun,26 - 2027,0,0,0,0,0,Weekday
20270701,2027-07-01,1,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,26,2027,202726,4,Thursday,Thu,2027 Jul,26 - 2027,0,0,0,0,0,Weekday
20270702,2027-07-02,2,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,26,2027,202726,5,Friday,Fri,2027 Jul,26 - 2027,0,0,0,0,0,Weekday
20270703,2027-07-03,3,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,26,2027,202726,6,Saturday,Sat,2027 Jul,26 - 2027,0,0,0,0,0,Weekend
20270704,2027-07-04,4,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,26,2027,202726,7,Sunday,Sun,2027 Jul,26 - 2027,0,0,0,0,0,Weekend
20270705,2027-07-05,5,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,27,2027,202727,1,Monday,Mon,2027 Jul,27 - 2027,0,0,0,0,0,Weekday
20270706,2027-07-06,6,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,27,2027,202727,2,Tuesday,Tue,2027 Jul,27 - 2027,0,0,0,0,0,Weekday
20270707,2027-07-07,7,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,27,2027,202727,3,Wednesday,Wed,2027 Jul,27 - 2027,0,0,0,0,0,Weekday
20270708,2027-07-08,8,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,27,2027,202727,4,Thursday,Thu,2027 Jul,27 - 2027,0,0,0,0,0,Weekday
20270709,2027-07-09,9,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,27,2027,202727,5,Friday,Fri,2027 Jul,27 - 2027,0,0,0,0,0,Weekday
20270710,2027-07-10,10,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,27,2027,202727,6,Saturday,Sat,2027 Jul,27 - 2027,0,0,0,0,0,Weekend
20270711,2027-07-11,11,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,27,2027,202727,7,Sunday,Sun,2027 Jul,27 - 2027,0,0,0,0,0,Weekend
20270712,2027-07-12,12,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,28,2027,202728,1,Monday,Mon,2027 Jul,28 - 2027,0,0,0,0,0,Weekday
20270713,2027-07-13,13,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,28,2027,202728,2,Tuesday,Tue,2027 Jul,28 - 2027,0,0,0,0,0,Weekday
20270714,2027-07-14,14,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,28,2027,202728,3,Wednesday,Wed,2027 Jul,28 - 2027,0,0,0,1,0,Weekday
20270715,2027-07-15,15,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,28,2027,202728,4,Thursday,Thu,2027 Jul,28 - 2027,0,0,0,0,0,Weekday
20270716,2027-07-16,16,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,28,2027,202728,5,Friday,Fri,2027 Jul,28 - 2027,0,0,0,0,0,Weekday
20270717,2027-07-17,17,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,28,2027,202728,6,Saturday,Sat,2027 Jul,28 - 2027,0,0,0,0,0,Weekend
20270718,2027-07-18,18,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,28,2027,202728,7,Sunday,Sun,2027 Jul,28 - 2027,0,0,0,0,0,Weekend
20270719,2027-07-19,19,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,29,2027,202729,1,Monday,Mon,2027 Jul,29 - 2027,0,0,0,0,0,Weekday
20270720,2027-07-20,20,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,29,2027,202729,2,Tuesday,Tue,2027 Jul,29 - 2027,0,0,0,0,0,Weekday
20270721,2027-07-21,21,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,29,2027,202729,3,Wednesday,Wed,2027 Jul,29 - 2027,1,0,0,0,0,Weekday
20270722,2027-07-22,22,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,29,2027,202729,4,Thursday,Thu,2027 Jul,29 - 2027,0,0,0,0,0,Weekday
20270723,2027-07-23,23,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,29,2027,202729,5,Friday,Fri,2027 Jul,29 - 2027,0,0,0,0,0,Weekday
20270724,2027-07-24,24,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,29,2027,202729,6,Saturday,Sat,2027 Jul,29 - 2027,0,0,0,0,0,Weekend
20270725,2027-07-25,25,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,29,2027,202729,7,Sunday,Sun,2027 Jul,29 - 2027,0,0,0,0,0,Weekend
20270726,2027-07-26,26,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,30,2027,202730,1,Monday,Mon,2027 Jul,30 - 2027,0,0,0,0,0,Weekday
20270727,2027-07-27,27,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,30,2027,202730,2,Tuesday,Tue,2027 Jul,30 - 2027,0,0,0,0,0,Weekday
20270728,2027-07-28,28,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,30,2027,202730,3,Wednesday,Wed,2027 Jul,30 - 2027,0,0,0,0,0,Weekday
20270729,2027-07-29,29,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,30,2027,202730,4,Thursday,Thu,2027 Jul,30 - 2027,0,0,0,0,0,Weekday
20270730,2027-07-30,30,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,30,2027,202730,5,Friday,Fri,2027 Jul,30 - 2027,0,0,0,0,0,Weekday
20270731,2027-07-31,31,2027 Jul,2027 July,Jul,7,202707,2027-07-01,2027-07-31,2027 Q3,Q3,3,2027,30,2027,202730,6,Saturday,Sat,2027 Jul,30 - 2027,0,0,0,0,0,Weekend
20270801,2027-08-01,1,2027 Aug,2027 August,Aug,8,202708,2027-08-01,2027-08-31,2027 Q3,Q3,3,2027,30,2027,202730,7,Sunday,Sun,2027 Aug,30 - 2027,0,0,0,0,0,Weekend
20270802,2027-08-02,2,2027 Aug,2027 August,Aug,8,202708,2027-08-01,2027-08-31,2027 Q3,Q3,3,2027,31,2027,202731,1,Monday,Mon,2027 Aug,31 - 2027,0,0,0,0,0,Weekday
20270803,2027-08-03,3,2027 Aug,2027 August,Aug,8,202708,2027-08-01,2027-08-31,2027 Q3,Q3,3,2027,31,2027,202731,2,Tuesday,Tue,2027 Aug,31 - 2027,0,0,0,0,0,Weekday
20270804,2027-08-04,4,2027 Aug,2027 August,Aug,8,202708,2027-08-01,2027-08-31,2027 Q3,Q3,3,2027,31,2027,202731,3,Wednesday,Wed,2027 Aug,31 - 2027,0,0,0,0,0,Weekday
20270805,2027-08-05,5,2027 Aug,2027 August,Aug,8,202708,2027-08-01,2027-08-31,2027 Q3,Q3,3,2027,31,2027,202731,4,Thursday,Thu,2027 Aug,31 - 2027,0,0,0,0,0,Weekday
20270806,2027-08-06,6,2027 Aug,2027 August,Aug,8,202708,2027-08-01,2027-08-31,2027 Q3,Q3,3,2027,31,2027,202731,5,Friday,Fri,2027 Aug,31 - 2027,0,0,0,0,0,Weekday
20270807,2027-08-07,7,2027 Aug,2027 August,Aug,8,202708,2027-08-01,2027-08-31,2027 Q3,Q3,3,2027,31,2027,202731,6,Saturday,Sat,2027 Aug,31 - 2027,0,0,0,0,0,Weekend
20270808,2027-08-08,8,2027 Aug,2027 August,Aug,8,202708,2027-08-01,2027-08-31,2027 Q3,Q3,3,2027,31,2027,202731,7,Sunday,Sun,2027 Aug,31 - 2027,0,0,0,0,0,Weekend
20270809,2027-08-09,9,2027 Aug,2027 August,Aug,8,202708,2027-08-01,2027-08-31,2027 Q3,Q3,3,2027,32,2027,202732,1,Monday,Mon,2027 Aug,32 - 2027,0,0,0,0,0,Weekday
20270810,2027-08-10,10,2027 Aug,2027 August,Aug,8,202708,2027-08-01,2027-08-31,2027 Q3,Q3,3,2027,32,2027,202732,2,Tuesday,Tue,2027 Aug,32 - 2027,0,0,0,0,0,Weekday
20270811,2027-08-11,11,2027 Aug,2027 August,Aug,8,202708,2027-08-01,2027-08-31,2027 Q3,Q3,3,2027,32,2027,202732,3,Wednesday,Wed,2027 Aug,32 - 2027,0,0,0,0,0,Weekday
